Sitename,Labcode,Longitude,Latitude,Yrs BP,STD
Nouakchott NW Radio,Gif7097,-15.93,18.03,5400,80
Nouakchott NW Radio,Gif7096,-15.93,18.03,1600,60
Nouamghar,KI565,-16.5,19.35,2000,45
Nouamghar,Gd4269,-16.5,19.35,4050,80
Nouamghar,Gd4268,-16.5,19.35,3000,70
Nouamghar,Gd4265,-16.5,19.35,4880,100
Nouamghar,Gd4226,-16.5,19.35,4910,100
Nouamghar,Gd2823,-16.5,19.35,5080,100
Nouamghar,Gd2822,-16.5,19.35,4360,80
Nouaoudar,Pa2438,-7.37,16.85,3350,60
Nouaoudar,Pa2436,-7.37,16.85,3050,60
Nouaoudar,Pa2435,-7.37,16.85,2985,75
Od Jenain (5),Gif8476,10.22,31.75,7890,90
Od Makhrerouga (1314),Gif8524,10.15,31.9,6970,70
Od Makhrerouga (1314),Gif8475,10.15,31.9,8010,1600
Ogo,Ly2159,-15.57,16.28,1910,210
Ogo,Ly2034,-15.57,16.28,790,100
Ogo,Gif5114,-15.57,16.28,940,80
Ogo,Gif4530,-15.57,16.28,1020,90
Ogo,Gif4529,-15.57,16.28,910,90
Orida,Hv11446,12.17,21.17,7570,160
Oroub,Gif4173,7.43,16.35,3390,100
Osouni,Hv2196,17.18,21.3,8330,180
Oua Hellekjen Tam II,Mc487,5.47,22.83,3900,100
Ouadane,Dak17,-11.66,20.92,3740,144
Ouan Telocat,GX88,11,24.99,6754,290
Ouargla foyers,Mc526,5.42,32.17,4780,90
Ouargla les dunes,Mc525,5.42,32.17,5450,150
Oued Amded,Gif375,-3.92,22.58,2160,150
Oued Arekeli,Ly3580,6.33,30.86,5810,210
Oued Arekeli,Ly3579,6.33,30.86,6470,200
Oued Chebbi,Ly3334,-8.08,18.1,2740,160
Oued el Abid,T522,-12.4,19.03,8660,120
Oued el Abiod,Gif7447,-12.46,17.21,7760,90
Oued el Akarit,Orsa82/3,9.98,34.17,10060,200
Oued el Akarit,Orsa81/11,9.98,34.17,9180,120
Oued el Akarit,Orsa7925,9.98,34.17,5995,100
Oued el Akarit,Orsa7918,9.98,34.17,6700,100
Oued el Akarit,Orsa79/27,9.98,34.17,8500,150
Oued el Akarit,Orsa79/26,9.98,34.17,8830,1000
Oued el Akarit,Orsa79/24,9.98,34.17,4850,130
Oued el Akarit,Orsa79/20,9.98,34.17,3600,400
Oued el Akarit,Orsa79/14,9.98,34.17,8700,200
Oued el Akarit,Orsa79/11,9.98,34.17,4300,150
Oued el Akarit,Orsa78/2,9.98,34.17,6060,400
Oued el Akarit,Orsa77/37,9.98,34.17,3750,180
Oued el Akarit,Orsa77/35,9.98,34.17,8130,140
Oued el Akarit,GX1416,9.98,34.17,9185,210
Oued el Akarit,GX1415,9.98,34.17,8415,180
Oued el Akarit,GX1414,9.98,34.17,8235,180
Oued el Akarit,GX1413,9.98,34.17,8635,260
Oued el Akarit,GaK3454,9.98,34.17,1470,190
Oued el Akarit,350Orsay,9.98,34.17,8060,160
Oued el Akarit,349Orsay,9.98,34.17,7385,240
Oued el Akarit,348Orsay,9.98,34.17,5995,500
Oued el Akarit,347Orsay,9.98,34.17,3680,160
Oued el Akarit,346Orsay,9.98,34.17,3100,200
Oued en Negueb,Hv5566,10.2,33.2,8600,150
Oued en Negueb,Hv5400,10.2,33.2,7775,340
Oued grou,Rabat121,-6.27,33.42,2949,108
Oued Haijad,Gif6863,-3.67,22.57,6790,70
Oued Haijad,Gif6197,-3.67,22.57,4440,270
Oued Haijad,Gif6196,-3.67,22.57,8300,100
Oued In Zerzou,Gif326,5.38,22.73,11580,350
Oued Ksob,Gif4053,-9.4,31.25,5700,120
Oued Lahouar,Hv7052,-9.55,30.35,3715,130
Oued Matraf,10Orsay,5.3,34.67,6320,100
Oued Mdou,Hv9724,9.83,33.83,5195,105
Oued Mdou,Hv9723,9.83,33.83,7270,155
Oued Ne Matmata,345Orsay,10,33.08,6130,180
Oued Oukechert,UQ318,-0.67,20.75,7295,95
Oued Oukechert,UQ317,-0.67,20.75,6605,140
Oued Oukechert,UQ308,-0.67,20.75,7550,95
Oued Oukechert,UQ272,-0.67,20.75,9320,260
Oued Oukechert,68UQ,-0.67,20.75,7980,100
Oued Saf Saf,Gif3411,3.97,29.93,5390,40
Oued Tamesnaguen,Ly3577,5.67,24.28,7740,210
Oued Tamesnaguen,Ly3576,5.67,24.28,7600,150
Oued Tamesnaguen,Ly3575,5.67,24.28,6940,200
Oued Tamesnaguen,Ly3574,5.67,24.28,5650,370
Oued Tamrit,B2523,5.67,24.28,1640,80
Oued Tan Tardja,9Orsay,6,23.5,6090,300
Oued Tassouli,8Gif,0.24,31.29,9480,90
Oued Tidjikja,Gif7446,-12.83,19,9630,150
OuedZegag,Gif848,-2.92,30.82,5320,100
Ouhada,Mc524,1.67,32.15,5520,110
Ouhadia,Gif3410,1.67,32.15,4490,140
Oum Arouaba,Dak68,-12.8,20.95,5941,170
Oum Arouaba,Dak59,-12.8,20.95,1689,110
Oum Arouaba,Dak53,-12.8,20.95,2107,117
Oum el Assel,UQ1144,-4.5,23,7600,100
Oum el Assel MF15,PA512,-4.5,23,3150,100
Oum el Assel MT25,PA1023,-4.5,23,4890,230
Oum el Assel MT25,Gif6198,-4.5,23,6980,320
Oum el Assel MT27,Pa470,-4.5,23,4200,150
Oum el Assel MT27,PA382,-4.5,23,3800,100
Ounianga,Hv2892,20.49,19.06,7460,165
Ounianga Kebir,Hv3802,20.49,19.06,6700,120
Ounianga Kebir,Hv2892b,20.49,19.06,6160,165
Ouonofo,Hv2921,17.42,21.2,7380,110
Oyo,SMU1233;,26.18,19.27,5880,80
Oyo,SMU1232,26.18,19.27,4920,200
Oyo,SMU1231,26.18,19.27,6100,80
Oyo,SMU1230,26.18,19.27,8490,90
Oyo,AA253,26.18,19.27,8030,280
Oyo,A2951,26.18,19.27,8720,170
Oyo,A2836,26.18,19.27,8900,120
Oyo,A2820,26.18,19.27,4590,140
Oyo,x287,26.18,19.27,7490,300
Oyo,x286,26.18,19.27,6550,65
Passe Salvador 80km NW,Hv9072,11.73,23.68,5385,535
Poutchouwal,T2827,-5.5,15.5,1170,90
Qasr el Sagha,Gd915a,30.67,29.33,5460,120
Qasr el Sagha,Gd908,30.67,29.33,5440,110
Qasr el Sagha,Gd709b,30.67,29.33,8840,890
Qasr el Sagha,Gd708,30.67,29.33,6040,650
Qasr el Sagha,Gd693b,30.67,29.33,4870,85
Qasr el Sagha,Gd693,30.67,29.33,5990,60
Qasr el Sagha,Gd2021,30.67,29.33,6480,70
Qasr el Sagha,Gd1440,30.67,29.33,5540,70
Qasr el Sagha,Bln2333,30.67,29.33,5555,60
Qasr el Sagha,B1n2333,30.67,29.33,5555,60
Qasr el Sagha I,Bln2334,30.67,29.33,5645,55
Qasr el Sagha I,x49,30.67,29.33,6035,60
Qasr el Sagha II,Bln2336,30.67,29.33,7740,60
Qasr el Sagha IX,Gd1499,30.67,29.33,6380,60
Qasr el Sagha V,Bln2325,30.67,29.33,6075,50
Qasr el Sagha VID,Gd903,30.67,29.33,5410,110
Qasr el Sagha VIE,Gd1495,30.67,29.33,5650,70
Qasr el Sagha VIIA,I3469,30.67,29.33,5160,100
Qasr el Sagha VIIA,Gd977,30.67,29.33,5480,100
Qasr el Sagha VIIA,Gd895,30.67,29.33,5070,110
Qasr el Sagha VIIG,Gd879,30.67,29.33,5130,110
Qasr el Sagha VIII,Gd904,30.67,29.33,5010,110
Qasr el Sagha VTR,x13469,30.67,29.33,5160,110
Qasr el Sagha X,Gd980,30.67,29.33,6290,110
Qasr el Sagha X,Gd979,30.67,29.33,6290,100
Qasr el Sagha X,Gd978,30.67,29.33,5330,100
Qasr el Sagha X,Gd1497,30.67,29.33,6320,60
Qau Badari,Ox131b9,31.25,27,6280,355
Qau Badari,Ox131b19,31.25,27,6310,355
Qau Badari,Ox131b18,31.25,27,5725,330
Qau Badari,Ox131b13,31.25,27,7445,405
Qau Badari,Ox131b12,31.25,27,6460,475
Qau Badari,Ox131b11,31.25,27,6640,365
Qau Badari,Ox131b10,31.25,27,6400,365
Qau Badari,ChTL131b,31.25,27,7530,420
Rabah,Gif1382,5.13,34.43,6300,150
Rabah,ALG59,5.13,34.43,6725,155
Rabah,ALG17,5.13,34.43,7300,300
Rabah 4,Mc283,5.13,34.43,9180,130
Rabah II,ALG23,5.13,34.43,6980,275
Rabah II,ALG22,5.13,34.43,7000,280
Rabah III,Mc281,5.13,34.43,7920,100
Rabah In,Gif1379,5.13,34.43,7850,170
Rabah V,Gif1381,5.13,34.43,6540,300
Rabah V,ALG46,5.13,34.43,7270,165
Rahib Wells 80.73,KN2938,26.95,17.55,5200,60
Rahib Wells 80.87,KN2692,26.8,17.6,5580,80
Rao,T463,-16.33,15.93,5470,110
Rassel,Alg3,3,36.72,14270,600
Ravin de la Mouche,ETH23540,-3.45,14.4,9590,70
Ravin du Hibou,SacA7245,-3.45,14.4,4915,45
Ravin du Hibou,SacA7243,-3.45,14.4,5450,35
Ravin du Hibou,SacA7242,-3.45,14.4,4845,35
Ravin du Hibou,Ly9339,-3.45,14.4,8115,50
Ravin du Hibou,Ly9335,-3.45,14.4,8085,50
Ravin du Hibou,Ly9334,-3.45,14.4,8080,55
Ravin du Hibou,Ly6806,-3.45,14.4,3905,45
Ravin du Hibou,Ly6805,-3.45,14.4,3975,45
Ravin du Hibou,Ly6804,-3.45,14.4,8210,60
Ravin du Hibou,Ly6803,-3.45,14.4,3950,75
Ravin du Hibou,Ly6540,-3.45,14.4,4085,60
Ravin du Hibou,ETH20214,-3.45,14.4,8700,75
Ravin du Hibou,Erl11601,-3.45,14.4,6670,51
Ravin du Hibou,Erl11599,-3.45,14.4,6558,51
Ravin Sud,SacA7254,-3.44,14.4,5275,35
Ravin Sud,Ly9443,-3.44,14.4,3798,46
Ravin Sud,Ly9442,-3.44,14.4,3756,34
Ravin Sud,Ly9441,-3.44,14.4,3697,51
Ravin Sud,Ly1283oxa,-3.44,14.4,4020,50
Ravin Sud,Ly1282oxa,-3.44,14.4,4105,55
Ravin Sud,Ly10149,-3.44,14.4,3820,65
Ravin Sud,Ly10148,-3.44,14.4,3815,40
Ravin Sud,Ly10147,-3.44,14.4,3955,40
Ravin Sud,Ly10146,-3.44,14.4,3895,40
Red Country MT29,PA1116,-3.17,22.33,5610,150
Red Country MT32,PA1070,-3.17,22.33,4525,120
Red desert (We Kharga),48H,30,25,7280,110
Red desert (We Kharga),47H,30,25,6760,70
Regenfeld,UtC9466,27.13,24.74,5560,50
Regenfeld,UtC9461,27.13,24.74,7168,45
Regenfeld,UtC9458,27.13,24.74,7160,50
Regenfeld,UtC9441,27.13,24.74,6422,41
Regenfeld,UtC7192,27.13,24.74,9040,60
Regenfeld,UtC7191,27.13,24.74,8990,60
Regenfeld,UtC7190,27.13,24.74,7186,49
Regenfeld,UtC7189,27.13,24.74,6978,38
Regenfeld,UtC7188,27.13,24.74,7965,48
Regenfeld,UtC7187,27.13,24.74,8209,43
Regenfeld,UtC7186,27.13,24.74,8261,43
Regenfeld,UtC7185,27.13,24.74,6617,46
Regenfeld,UtC6534,27.13,24.74,8690,50
Regenfeld,UtC5581,27.13,24.74,8040,50
Regenfeld,Poz8587,27.13,24.74,8660,50
Regenfeld,KN5053,27.13,24.74,8593,70
Regenfeld,KN4973,27.13,24.74,9388,70
Regenfeld,KN3983,27.13,24.74,7640,80
Regenfeld,KIA16855,27.13,24.74,7805,30
Regenfeld,KIA16646,27.13,24.74,6855,30
Regenfeld,KIA16643,27.13,24.74,6820,30
Rfayeg,Gif7095,-14.87,19.13,4470,70
Richat,Dak66,-11.4,21.1,5093,140
Right-bank,SacA6339,-3.45,14.4,6080,35
Rocher Toubeau III,179Orsay,9.38,21.37,5590,75
Rocher Toubeau IX,178Orsay,8.67,21.1,4050,150
Rocher Toubeau V,177Orsay,8.63,20.7,4780,60
Rocher Toubeau VII,176Orsay,8.52,20.93,3810,60
Roque Blanco,T195b,-16.36,28.4,1380,120
Rouazi Skhirat,UQ1888,-7.12,33.83,5351,150
Rouazi Skhirat,UQ1557,-7.12,33.83,1940,150
Rouazi Skhirat,Ly4097,-7.12,33.83,7710,180
Rouazi Skhirat,Ly4096,-7.12,33.83,4560,150
Rouazi Skhirat,Ly3087,-7.12,33.83,4481,190
Saanoun,Hv7973,3.33,31.68,8195,160
Safiet bou Rhenan,Mc280,3.45,34.38,7220,100
Safiet bou Rhenan,Gif884,3.45,34.38,6970,170
Saggai,284R,32.58,15.87,10060,150
Saggai 1,T5027,32.58,15.87,7320,110
Saggai 1,T5026,32.58,15.87,7250,110
Saggai 1,T5025,32.58,15.87,7410,100
Saggai 1,T5024,32.58,15.87,7230,100
Saguia,NIA116,2.2,13.42,2065,80
Saly (Touat),Hv9700,0.07,27.08,5745,220
Sara (colde),Hv11430,12.67,20.33,6545,60
Sara (colde),Hv11429,12.67,20.33,7615,80
Sare Tioffi,Ly2033,-15.05,16.58,920,100
Sare Tioffi,Ly1937,-15.05,16.58,1580,130
Sbeit Maqteir,Dak24,-10.45,21.23,5113,140
Sbeita,Gif6194-a,-4.43,22.88,10650,100
Sbeita MT27,UQ1142,-4.43,22.88,8600,100
Sbeita MT27,Gif6630,-4.43,22.88,5700,100
Sbeita MT27,Gif6124,-4.43,22.88,6680,110
Sbeita MT28,Gif6194-b,-4.43,22.88,8700,100
Sebha ESE,Hv4807,14.92,26.92,4155,165
Sebkha de Chemchane,x116,-12.22,20.93,6300,100
Sebkha de Chemchane,x115,-12.22,20.93,8300,100
Sebkha Mellala,Gif4634,5.13,31.97,8010,110
Sebkha Mellala,Gif4633,5.13,31.97,8020,110
Sebkha Mellala,Gif4632,5.13,31.97,9820,130
Sebkha Mellala,Gif4631,5.13,31.97,9690,130
Sebkha Mellala,Gif1854,5.13,31.97,7900,110
Sebkha Mellala,Gif1853,5.13,31.97,9550,130
Sebkheten Noual,Gif2221,9.87,34.4,6750,100
Sefar,Sa62,9.08,25.03,5030,300
Seggedine,Hv9691,12.92,20.13,2090,105
Seggedine,Hv9690,12.92,20.13,8890,365
Seggedine,Hv11424,12.92,20.13,6850,345
Seggedine,Hv11423,12.92,20.13,7905,275
Sekiret,Gif5544,6.78,17.67,2470,100
Sekiret,Gif5543,6.78,17.67,2700,70
Sekiret,Gif4177,6.78,17.67,2900,100
Sekiret,Gif3862,6.78,17.67,3310,100
Selima,WSU2614,29.32,21.37,7180,90
Selima,WSU2610,29.32,21.37,7680,130
Selima,WSU2608,29.32,21.37,8680,120
Selima,WSU2606,29.32,21.37,7680,120
Selima,WSU2603,29.32,21.37,9850,90
Selima,WSU2601,29.32,21.37,9090,110
Selima,WSU2599,29.32,21.37,6460,90
Selima,WSU2597,29.32,21.37,8680,130
Selima,WSU2595,29.32,21.37,7070,100
Selima,TO415,29.32,21.37,9430,80
Selima,TO414,29.32,21.37,8820,90
Selima,TO413,29.32,21.37,8880,70
Selima,SMU955,29.32,21.37,5940,100
Selima,SMU954,29.32,21.37,6380,130
Selima,SMU766,29.32,21.37,6590,170
Selima,SMU1223,29.32,21.37,9640,700
Selima,SMU1024,29.32,21.37,4090,500
Selima,SMU1022,29.32,21.37,6320,70
Selima,Hv13754,29.32,21.37,6685,105
Selima,Hv13748,29.32,21.37,5570,115
Selima,Hv13562,29.32,21.37,7855,195
Selima,Hv13561,29.32,21.37,8430,155
Selima,Hv13559,29.32,21.37,5050,90
Selima,Hv12386b,29.32,21.37,7160,120
Selima,Hv12386,29.32,21.37,5385,95
Selima,Hv12385,29.32,21.37,7715,90
Selima,Hv12384,29.32,21.37,8905,145
Selima,Hv12381,29.32,21.37,4925,100
Selima,Hv12380b,29.32,21.37,9200,145
Selima,Hv12380,29.32,21.37,9120,200
Selima,H7877-7929,29.32,21.37,4100,100
Selima,AA252b,29.32,21.37,7860,310
Selima,AA252,29.32,21.37,7710,300
Selima,AA106,29.32,21.37,4300,200
Selima,AA105,29.32,21.37,4490,280
Selima,AA104b,29.32,21.37,7730,210
Selima,AA104,29.32,21.37,7460,210
Selima,AA102,29.32,21.37,6070,290
Selima,A3397,29.32,21.37,8350,210
Selima,A2953,29.32,21.37,8550,380
Selima,A2874,29.32,21.37,8200,190
Selima,A2873,29.32,21.37,10280,220
Selima,A2872,29.32,21.37,9650,200
Selima,A2871,29.32,21.37,6510,120
Selima,A2870,29.32,21.37,6930,350
Selima,A2869,29.32,21.37,6650,300
Selima,A2868,29.32,21.37,6620,170
Selima,A2867,29.32,21.37,7470,380
Selima,A2866,29.32,21.37,8350,140
Selima,A2865,29.32,21.37,7070,230
Selima,A2864,29.32,21.37,7330,200
Selima,A2518,29.32,21.37,6290,150
Selima,A2516b,29.32,21.37,6660,320
Selima,A2515,29.32,21.37,6270,50
Selima,A2267,29.32,21.37,5120,120
Selima,A2265,29.32,21.37,6810,130
Selima,A2257,29.32,21.37,7980,160
Selima,A2255,29.32,21.37,7300,170
Selima,A2254,29.32,21.37,7470,170
Selima,A2253,29.32,21.37,9340,200
Selima,A2252,29.32,21.37,10060,300
Selima,A2251,29.32,21.37,9700,200
Selima,A2250,29.32,21.37,9060,810
Selima,A2194,29.32,21.37,3750,130
Selima,A2108,29.32,21.37,4490,90
Selima,A2103,29.32,21.37,5870,160
Selima,A2102,29.32,21.37,4450,210
Selima,A2101,29.32,21.37,6800,130
Selima Sandsheet,KN3412a,27.68,20.92,6300,80
Serdegue,Hv2194,17.05,21.32,4700,245
Serdegue,H2935-2430,17.05,21.32,11925,310
Serir Calanscio,KN3672,19.33,26.25,6790,70
Serir Calanscio,Hv4114,19.33,26.25,3900,550
Serir Calanscio,Hv4113,19.33,26.25,5510,370
Serir Dalma,Hv10593,25,23.17,5945,60
Serir Tibesti,Hv7819,17.67,22.35,2755,60
Serir Tibesti,Hv7373,17.67,22.35,1930,85
Serir Tibesti,Hv7372,17.67,22.35,8880,130
Serir Tibesti,Hv7371,17.67,22.35,8545,130
Serir Tibesti,Hv6922,17.67,22.35,2475,415
Serir Tibesti,Hv6921,17.67,22.35,1735,245
Serir Tibesti,Hv4809,17.67,22.35,5465,135
Serir Tibesti,Hv2876,17.67,22.35,1765,75
Serirbei Djanet,Hv5617,9.5,24.05,4715,295
Serirbei Djanet,Hv5616,9.5,24.05,5085,230
Serirbei Djanet,Hv5615,9.5,24.05,4830,145
Serirbei Djanet,Hv5614,9.5,24.05,5710,265
Serire lGattusa,Hv4804,15.33,28,5685,115
SerirelGattusa,Hv5485b,15.33,28,9880,70
Seton Hill,Erl2871,29.27,28.45,5866,98
Shabona,SUA440,32.27,14.63,7470,240
Shabona,SUA298,32.27,14.63,7050,120
Shaqadud,SMU1208,33.3,16.25,4046,101
Shaqadud,SMU1133,33.3,16.25,3640,90
Shaqadud,SMU1128,33.3,16.25,4110,90
Shaqadud,SMU1127,33.3,16.25,4070,65
Shiekh MustafaI,T11920,32.61,15.88,6295,215
Shiekh MustafaI,SMU1186,33.3,16.25,6890,130
Shiekh MustafaI,SMU1134,33.3,16.25,5580,70
Shiekh MustafaI,GrA9834,32.61,15.88,7930,50
Shiekh MustafaI,GrA10530b,32.61,15.88,5790,50
Shiekh MustafaI,GrA10530a,32.61,15.88,7600,80
Shiekh MustafaI,GrA10529,32.61,15.88,7720,110
Shiekh MustafaI,GrA10527,32.61,15.88,5520,70
Shin Wasadan,175ParisVI,7,17.5,2450,60
Shyiata,SMU241,25.08,29.5,8817,77
Sintiou Bara,Ly1745,-15.67,16.42,1550,140
Sintiou Bara,Ly1744,-15.67,16.42,1090,160
Sintiou Bara,Ly1743,-15.67,16.42,1460,220
Sintiou Bara,Ly1742,-15.67,16.42,970,150
Sintiou Bara,Ly1741,-15.67,16.42,1470,260
Sintiou Bara,Gif4522,-15.67,16.42,920,80
Sintiou Bara,Dak192,-15.67,16.42,900,90
Sintiou Bara,Dak155,-15.67,16.42,1363,120
Sirte Basin,SRR202,21,28.72,4169,45
Site 12,TO12196,7.38,35.92,3090,160
Site 12,TO12195,7.38,35.92,7890,100
Site 12,SMU1135,7.38,35.92,7780,250
Site 12,SMU1132,7.38,35.92,7330,390
Site 7205,Gif2650,5.25,32.03,7090,170
Site 7206,Gif2651,5.25,32.03,6680,170
Site 731,Gif5945,7,29,4760,80
Site de la piste,Gif6827,-1.92,34.05,9350,100
Site de la piste,Gif6826,-1.92,34.05,9340,100
Site de la piste,Gif6495,-1.92,34.05,8960,130
Site Florence,x7,-6.48,26.38,5990,80
Sitra,KN4335,26.67,28.67,6808,56
Sitra,KN4334,26.67,28.67,7140,80
Sitra,KN4328,26.67,28.67,6920,85
Sitra,KN4280,26.67,28.67,6820,90
Sitra,KN4258,26.67,28.67,8320,90
Sitra,KN3857,26.67,28.67,6760,65
Sitra,KN3799,26.67,28.67,6420,65
Sitra,KN3785,26.67,28.67,6670,65
Sitra,KN3756b,26.67,28.67,8150,65
Sitra,KN3756,26.67,28.67,7860,65
Sitra,KN3755,26.67,28.67,8150,60
Sitra,KN3754,26.67,28.67,8070,80
Sitra,KN3727,26.67,28.67,6760,70
Sitra,KN3589,26.67,28.67,5940,60
Sitra,KN3555,26.67,28.67,6850,70
Sitra,KN3223,26.67,28.67,6840,65
Sitra,KN3222,26.67,28.67,6290,65
Siwa,SMU298,25.17,29.33,6771,75
Siwa 7530,WSU1693,26.5,29.63,7800,180
Siwa 76117,WSU1695,26.17,29.83,9120,155
Siwa 7619,WSU1696,25.17,29.33,6140,90
Siwa 7624,WSU1694,26.17,29.83,7960,140
Soleb,P722,30.5,20.25,6125,70
Soleb,P721,30.5,20.25,6195,70
Soroubab I,Q1537,32.55,15.85,4560,550
Soroubab I,Q1536,32.55,15.85,6410,80
Soroubab I,Q1534,32.55,15.85,5550,350
Sorourab,HAR3476,32.55,15.85,9330,110
Sorourab,HAR3475,32.55,15.85,9370,110
Sorourab II,x272,32.55,15.85,8370,350
Soumatt,LGQ312,3.33,14.95,2340,350
South Town NW,W4350,32.67,25.47,4680,60
South Town NW,W4349,32.67,25.47,4730,70
South Town NW,W4347,32.67,25.47,4600,80
South Town SW,Tx2465,32.67,25.47,4920,90
Tachot,x114,-13.15,20.38,7420,120
Tadjert Tojet,Mc489,5.5,22.75,4320,100
Taera,SUA70,31.35,13.93,3030,80
Tafergit,Gif1727,6.17,17.05,4080,110
Tafergit,174Gif,6.17,17.05,4080,110
Taforalt,Sa15,-2.4,34.81,10500,400
Taforalt,Sa14,-2.4,34.81,12070,400
Taforalt,Sa13,-2.4,34.81,10800,400
Taforalt,OxA24113,-2.4,34.81,11540,50
Taforalt,OxA24112,-2.4,34.81,11165,45
Taforalt,OxA24111,-2.4,34.81,10680,45
Taforalt,OxA24110,-2.4,34.81,20800,12
Taforalt,OxA24109,-2.4,34.81,12605,55
Taforalt,OxA23411,-2.4,34.81,13060,65
Taforalt,OxA23410,-2.4,34.81,12405,55
Taforalt,OxA23409,-2.4,34.81,11890,55
Taforalt,OxA23408,-2.4,34.81,11545,55
Taforalt,OxA23407,-2.4,34.81,11465,50
Taforalt,OxA23406,-2.4,34.81,11445,55
Taforalt,OxA23405,-2.4,34.81,11615,50
Taforalt,OxA23404,-2.4,34.81,10870,45
Taforalt,OxA22910,-2.4,34.81,20030,90
Taforalt,OxA22909,-2.4,34.81,14140,55
Taforalt,OxA22908,-2.4,34.81,14110,55
Taforalt,OxA22907,-2.4,34.81,14230,55
Taforalt,OxA22906,-2.4,34.81,14135,55
Taforalt,OxA22905,-2.4,34.81,12665,50
Taforalt,OxA22904,-2.4,34.81,12490,50
Taforalt,OxA22902,-2.4,34.81,12370,50
Taforalt,OxA22788,-2.4,34.81,12850,55
Taforalt,OxA22787,-2.4,34.81,12545,55
Taforalt,OxA22786,-2.4,34.81,12200,55
Taforalt,OxA22785,-2.4,34.81,12500,55
Taforalt,OxA22784,-2.4,34.81,12660,70
Taforalt,OxA16278,-2.4,34.81,29310,16
Taforalt,OxA16277,-2.4,34.81,29160,16
Taforalt,OxA16276,-2.4,34.81,26550,14
Taforalt,OxA16275,-2.4,34.81,20560,90
Taforalt,OxA16274,-2.4,34.81,20630,90
Taforalt,OxA16273,-2.4,34.81,17515,75
Taforalt,OxA16272,-2.4,34.81,14630,60
Taforalt,OxA16271,-2.4,34.81,20420,90
Taforalt,OxA16270,-2.4,34.81,16285,65
Taforalt,OxA16269,-2.4,34.81,15790,60
Taforalt,OxA16268,-2.4,34.81,14515,60
Taforalt,OxA16267,-2.4,34.81,14005,60
Taforalt,OxA16244,-2.4,34.81,25860,15
Taforalt,OxA16243,-2.4,34.81,22890,12
Taforalt,OxA16242,-2.4,34.81,16630,75
Taforalt,OxA13607,-2.4,34.81,22200,90
Taforalt,OxA13556,-2.4,34.81,25760,14
Taforalt,OxA13519,-2.4,34.81,13905,55
Taforalt,OxA13518,-2.4,34.81,17085,65
Taforalt,OxA13517,-2.4,34.81,10990,45
Taforalt,OxA13516,-2.4,34.81,11065,45
Taforalt,OxA13480,-2.4,34.81,10950,45
Taforalt,OxA13479,-2.4,34.81,10935,40
Taforalt,OxA13478,-2.4,34.81,12495,50
Taforalt,OxA13477,-2.4,34.81,12675,50
Taforalt,L399E,-2.4,34.81,11900,240
Tagalagal,Nancy,8.77,17.83,9000,120
Tagalagal,173Orsay,8.77,17.83,9330,130
Tagalagal,172Orsay,8.77,17.83,9370,130
Tageru,Hv15568,27.12,17.03,3665,250
Tageru,Hv15566,27.12,17.03,4460,115
Tageru,Hv15564,27.12,17.03,4325,100
Tageru,x271,27.12,17.03,8515,195
Tageru,x270,27.12,17.03,8310,190
Tageru,x269,27.12,17.03,6105,75
Tagnout,Gif5813,-0.68,21.05,4480,110
Tagnout,Gif5812,-0.68,21.05,6650,130
Tagnout MK4,Gif5229,-0.68,21.05,5010,110
Tagnout MK42,Gif5818,-0.68,21.05,4710,120
Tahabort,Gif3324,7.88,23.08,1110,100
Tahabort,Gif2900,7.88,23.08,2560,100
Tahabort,Gif2898,7.88,23.08,1050,100
Tahor,Ly408,9.17,24.48,5420,130
Taidart II,I3566,-9.4,18.43,2330,105
Takarkori,UGAMS8708,10.49,24.56,7930,30
Takarkori,UGAMS8707,10.49,24.56,4970,25
Takarkori,UGAMS2852,10.49,24.56,5980,70
Takarkori,UGAMS10150,10.49,24.56,8410,30
Takarkori,UGAMS10149,10.49,24.56,5170,25
Takarkori,UGAMS10148,10.49,24.56,7910,30
Takarkori,UGAMS10147,10.49,24.56,8410,30
Takarkori,UGAMS01844,10.49,24.56,8820,60
Takarkori,UGAMS01843,10.49,24.56,5280,50
Takarkori,UGAMS01842a,10.49,24.56,6230,90
Takarkori,UGAMS01841,10.49,24.56,5340,50
Takarkori,LTL914A,10.49,24.56,7327,65
Takarkori,LTL911A,10.49,24.56,7068,100
Takarkori,LTL910A,10.49,24.56,7973,45
Takarkori,LTL908A,10.49,24.56,4841,50
Takarkori,LTL907A,10.49,24.56,5064,55
Takarkori,LTL670A,10.49,24.56,4291,50
Takarkori,LTL369A,10.49,24.56,7694,60
Takarkori,LTL368A,10.49,24.56,8031,65
Takarkori,LTL367A,10.49,24.56,5980,50
Takarkori,LTL366A,10.49,24.56,8049,40
Takarkori,LTL365A,10.49,24.56,7820,50
Takarkori,LTL364A,10.49,24.56,7801,35
Takarkori,LTL362A,10.49,24.56,5070,35
Takarkori,LTL1586A,10.49,24.56,7155,65
Takarkori,LTL1585A,10.49,24.56,6763,55
Takarkori,GX31077,10.49,24.56,5600,70
Takarkori,GX31076AMS,10.49,24.56,7130,70
Takarkori,GX31075AMS,10.49,24.56,6900,70
Takarkori,GX31074AMS,10.49,24.56,6540,70
Takarkori,GX31073AMS,10.49,24.56,6740,70
Takarkori,GX31072,10.49,24.56,8290,140
Takarkori,GX31071,10.49,24.56,4590,80
